Trait	Marker	Chr	Pos	df	F	p	add_effect	add_F	add_p	dom_effect	dom_F	dom_p	errordf	MarkerR2	Genetic Var	Residual Var	-2LnLikelihood
sim	540	6	189341201	2	1.56024	0.21542	-1.389E0	0.79155	0.37588	3.15051	3.10367	0.08133	100	0.03196	35.77882	31.18595	676.41697
sim	541	6	189589873	2	0.5843	0.55949	-6.6387E-2	0.00166	0.96756	1.8705	0.80577	0.37164	100	0.01197	35.77882	31.18595	676.41697
sim	542	6	189838544	1	0.10274	0.74926	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00105	35.77882	31.18595	676.41697
sim	543	6	190087216	1	1.05799	0.30626	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01084	35.77882	31.18595	676.41697
sim	544	6	190335887	2	0.35728	0.70051	1.46648	0.71007	0.40154	-6.5464E-1	0.12489	0.72457	100	0.00732	35.77882	31.18595	676.41697
sim	545	6	190584559	2	1.43247	0.24383	-4.2987E-1	0.03275	0.85677	3.59068	1.65491	0.20142	100	0.02934	35.77882	31.18595	676.41697
sim	546	6	190833230	2	0.07625	0.92664	1.38568	0.12196	0.72769	0.73203	0.02449	0.87597	100	0.00156	35.77882	31.18595	676.41697
sim	547	6	191081902	2	1.44822	0.24013	2.04022	1.99221	0.16138	2.6464	2.23936	0.13785	100	0.02967	35.77882	31.18595	676.41697
sim	548	6	191330573	2	1.31541	0.27321	-4.8006E-1	0.154	0.69562	2.40529	2.50998	0.11645	100	0.02695	35.77882	31.18595	676.41697
sim	549	6	191579245	2	1.05337	0.3528	3.76554	1.65676	0.20117	4.88295	1.98607	0.16202	100	0.02158	35.77882	31.18595	676.41697
sim	550	6	191827917	2	0.07322	0.92944	0.64307	0.05532	0.81457	1.16448	0.13921	0.7099	100	0.0015	35.77882	31.18595	676.41697
sim	551	6	192076588	2	0.08192	0.92141	-1.3743E0	0.1312	0.718	-8.458E-1	0.03984	0.84223	100	0.00168	35.77882	31.18595	676.41697
sim	552	7	192325260	2	1.36686	0.25987	5.88358	2.33582	0.12975	-6.5875E0	2.69687	0.10385	100	0.028	35.77882	31.18595	676.41697
sim	553	7	192573931	2	0.33245	0.71799	-5.2157E-2	9.2555E-4	0.97579	1.43941	0.48526	0.48775	100	0.00681	35.77882	31.18595	676.41697
sim	554	7	192822603	2	2.91577	0.05903	2.54909	0.87184	0.35281	-7.1469E0	4.76699	0.03147	100	0.05973	35.77882	31.18595	676.41697
sim	555	7	193071274	2	0.70448	0.49693	-1.8768E-1	0.00468	0.94558	2.21405	0.52087	0.47224	100	0.01443	35.77882	31.18595	676.41697
sim	556	7	193319946	2	1.95767	0.14684	-2.5382E0	3.91269	0.05082	1.02068	0.39113	0.53321	100	0.0401	35.77882	31.18595	676.41697
sim	557	7	193568618	2	0.6076	0.54676	-2.6031E0	0.82734	0.36534	-3.3581E0	1.20943	0.27422	100	0.01245	35.77882	31.18595	676.41697
sim	558	7	193817289	1	4.94728	0.02848	NaN	NaN	NaN	NaN	NaN	NaN	100	0.05067	35.77882	31.18595	676.41697
sim	559	7	194065961	2	1.31598	0.27306	-6.0288E0	2.46892	0.11944	-6.4405E0	2.24006	0.13779	100	0.02696	35.77882	31.18595	676.41697
sim	560	7	194314632	2	1.42342	0.24598	-5.369E0	1.70469	0.19483	7.10714	2.70909	0.10308	100	0.02916	35.77882	31.18595	676.41697
sim	561	7	194563304	2	0.81472	0.44583	4.62618	1.32763	0.25212	-5.383E0	1.62009	0.20619	100	0.01669	35.77882	31.18595	676.41697
sim	562	7	194811975	2	1.82377	0.16702	-6.5342E0	2.93736	0.08981	-3.3883E0	0.53263	0.4673	100	0.03736	35.77882	31.18595	676.41697
sim	563	7	195060647	2	0.2753	0.75995	0.76462	0.15971	0.69032	-1.6076E0	0.53512	0.46626	100	0.00564	35.77882	31.18595	676.41697
sim	564	7	195309318	2	1.21297	0.30188	5.6472	1.90619	0.17063	6.87095	2.42558	0.12269	100	0.02485	35.77882	31.18595	676.41697
sim	565	7	195557990	2	0.23482	0.79117	1.4332	0.35183	0.55449	0.44766	0.02674	0.87045	100	0.00481	35.77882	31.18595	676.41697
sim	566	7	195760211	2	0.48601	0.61659	-2.6394E0	0.85366	0.35786	1.52288	0.23784	0.62689	100	0.00996	35.77882	31.18595	676.41697
sim	567	7	195962433	2	0.01225	0.98783	0.53877	0.01927	0.8899	0.65136	0.02447	0.87601	100	2.5084E-4	35.77882	31.18595	676.41697
sim	568	7	196164654	1	0.20283	0.65346	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00208	35.77882	31.18595	676.41697
sim	569	7	196366875	2	1.3899	0.25412	-4.9677E0	2.779	0.0988	-4.2625E0	1.66538	0.20001	100	0.02847	35.77882	31.18595	676.41697
sim	570	7	196569097	2	0.12929	0.87888	-8.6798E-1	0.19801	0.65735	-2.7539E-1	0.01512	0.90239	100	0.00265	35.77882	31.18595	676.41697
sim	571	7	196771318	1	0.18132	0.67119	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00186	35.77882	31.18595	676.41697
sim	572	7	196973539	2	0.80048	0.45212	-3.4681E0	0.76114	0.38517	-6.8042E-1	0.02233	0.88152	100	0.0164	35.77882	31.18595	676.41697
sim	573	7	197161167	2	0.6034	0.54903	1.05255	0.07357	0.7868	-1.243E0	0.08773	0.76773	100	0.01236	35.77882	31.18595	676.41697
sim	574	7	197334200	2	0.83389	0.43751	0.56116	0.13977	0.70934	1.79812	1.01716	0.31575	100	0.01708	35.77882	31.18595	676.41697
sim	575	7	197507233	2	1.58504	0.21031	3.10267	1.23436	0.26936	0.57272	0.03251	0.8573	100	0.03247	35.77882	31.18595	676.41697
sim	576	7	197680266	2	1.58504	0.21031	3.10267	1.23436	0.26936	0.57272	0.03251	0.8573	100	0.03247	35.77882	31.18595	676.41697
sim	577	7	197853299	2	1.47506	0.23396	3.9307	0.94853	0.33257	-6.2945E0	2.31402	0.13153	100	0.03022	35.77882	31.18595	676.41697
sim	578	7	198026332	2	0.14549	0.86479	-8.2175E-1	0.29033	0.59127	-4.9084E-1	0.07966	0.77838	100	0.00298	35.77882	31.18595	676.41697
sim	579	7	198199365	2	0.36238	0.69697	1.33675	0.72328	0.39721	-5.3133E-1	0.08067	0.77701	100	0.00742	35.77882	31.18595	676.41697
sim	580	7	198372398	2	0.02894	0.97148	0.33072	0.00649	0.93596	0.80707	0.03371	0.85472	100	5.9293E-4	35.77882	31.18595	676.41697
sim	581	7	198545431	1	0.3786	0.53981	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00388	35.77882	31.18595	676.41697
sim	582	7	198718464	2	0.07568	0.92717	0.88659	0.10056	0.75186	0.12126	9.8078E-4	0.97508	100	0.00155	35.77882	31.18595	676.41697
sim	583	7	198891498	2	0.75471	0.47295	2.46602	1.29281	0.25839	-2.8777E0	1.09383	0.29828	100	0.01546	35.77882	31.18595	676.41697
sim	584	7	199064531	2	1.73439	0.18205	-5.0368E-1	0.03858	0.84469	3.67491	1.68987	0.19676	100	0.03553	35.77882	31.18595	676.41697
sim	585	7	199237564	2	0.88052	0.41792	-1.6196E0	1.73446	0.19101	-7.1484E-1	0.20983	0.64795	100	0.01804	35.77882	31.18595	676.41697
sim	586	7	199410597	2	0.01625	0.98388	0.26929	0.03233	0.85769	0.12625	0.00465	0.9458	100	3.3298E-4	35.77882	31.18595	676.41697
sim	587	7	199583630	2	1.39291	0.25338	-2.0046E0	2.51136	0.11635	0.43265	0.06951	0.79262	100	0.02853	35.77882	31.18595	676.41697
sim	588	7	199756663	2	0.22028	0.8027	1.29309	0.1015	0.75073	-2.6336E-1	0.00324	0.95475	100	0.00451	35.77882	31.18595	676.41697
sim	589	7	199929696	2	0.27131	0.76297	-3.4594E-1	0.04102	0.83994	1.01253	0.26043	0.61101	100	0.00556	35.77882	31.18595	676.41697
sim	590	7	200102729	2	0.06954	0.93287	0.76093	0.12133	0.72837	-3.5377E-1	0.02099	0.88513	100	0.00142	35.77882	31.18595	676.41697
sim	591	7	200275762	2	0.5635	0.5711	-3.0437E0	1.1265	0.29121	-2.4869E0	0.44448	0.50658	100	0.01154	35.77882	31.18595	676.41697
sim	592	7	200448795	2	0.50989	0.6022	0.09825	0.00187	0.96556	2.16525	0.69016	0.40819	100	0.01045	35.77882	31.18595	676.41697
sim	593	7	200621829	2	0.91426	0.40431	0.64172	0.02497	0.87477	4.22098	0.81262	0.36963	100	0.01873	35.77882	31.18595	676.41697
sim	594	7	200794862	2	0.64924	0.52474	1.29527	1.00531	0.31858	1.43356	0.6856	0.40974	100	0.0133	35.77882	31.18595	676.41697
sim	595	7	200967895	2	1.02099	0.36416	2.33912	2.03806	0.15668	1.37388	0.47361	0.49301	100	0.02092	35.77882	31.18595	676.41697
sim	596	7	201140928	2	1.0903	0.34028	5.3502	1.7831	0.18496	-3.2647E0	0.54819	0.46089	100	0.02233	35.77882	31.18595	676.41697
sim	597	7	201313961	2	0.54355	0.58248	0.3231	0.05372	0.81722	1.44829	0.81592	0.36866	100	0.01113	35.77882	31.18595	676.41697
sim	598	7	201486994	2	0.31656	0.72942	-1.2837E0	0.62961	0.42947	-8.3877E-1	0.19757	0.6577	100	0.00648	35.77882	31.18595	676.41697
sim	599	7	201837133	2	0.01366	0.98644	0.17813	0.02111	0.8848	0.12661	0.00607	0.93809	100	2.7974E-4	35.77882	31.18595	676.41697
sim	600	7	202187271	2	0.4078	0.66627	2.16944	0.77609	0.38056	2.06854	0.56262	0.45506	100	0.00835	35.77882	31.18595	676.41697
sim	601	7	202537410	2	0.56987	0.56752	-8.6061E-1	0.04735	0.82821	2.97573	0.50728	0.47806	100	0.01167	35.77882	31.18595	676.41697
sim	602	7	202887549	2	0.74441	0.47776	0.31664	0.06022	0.80668	-1.775E0	1.41193	0.2377	100	0.01525	35.77882	31.18595	676.41697
sim	603	7	203237687	2	1.16196	0.31728	2.51965	0.82056	0.36731	1.02103	0.08494	0.77135	100	0.0238	35.77882	31.18595	676.41697
sim	604	7	203587826	2	1.16971	0.31489	-1.2679E0	1.00192	0.31939	-1.7749E0	1.14863	0.28655	100	0.02396	35.77882	31.18595	676.41697
sim	605	7	204259694	2	0.74431	0.47781	0.27951	0.0253	0.87397	1.81491	0.82728	0.36536	100	0.01525	35.77882	31.18595	676.41697
sim	606	7	204862743	2	0.02388	0.97641	-2.4625E-1	0.01319	0.9088	-5.6408E-1	0.04711	0.82863	100	4.8925E-4	35.77882	31.18595	676.41697
sim	607	7	205071965	2	0.90784	0.40686	-1.3684E0	0.77921	0.37961	2.60308	1.77235	0.18628	100	0.0186	35.77882	31.18595	676.41697
sim	608	7	205281187	2	1.89646	0.15574	6.48805	2.49527	0.11751	3.44531	0.5957	0.44214	100	0.03885	35.77882	31.18595	676.41697
sim	609	7	205490408	2	1.43592	0.24301	3.57548	1.51375	0.22161	0.55723	0.02655	0.87091	100	0.02942	35.77882	31.18595	676.41697
sim	610	7	205699630	2	1.31934	0.27217	-1.82E0	2.14549	0.14629	1.90166	1.22823	0.27055	100	0.02703	35.77882	31.18595	676.41697
sim	611	7	205908852	2	0.46975	0.6266	-8.9543E-1	0.53194	0.46759	0.70907	0.18972	0.66414	100	0.00962	35.77882	31.18595	676.41697
sim	612	7	206118074	2	0.99367	0.37403	-6.3565E-1	0.13934	0.70977	2.04826	0.98327	0.32391	100	0.02036	35.77882	31.18595	676.41697
sim	613	7	206327296	2	2.18369	0.11825	-1.2291E0	0.31735	0.57453	5.16226	3.70331	0.0573	100	0.04473	35.77882	31.18595	676.41697
sim	614	7	206536518	1	0.31455	0.57621	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00322	35.77882	31.18595	676.41697
sim	615	7	206745740	2	1.47193	0.23467	0.71531	0.13569	0.71343	3.03439	1.47537	0.22751	100	0.03015	35.77882	31.18595	676.41697
sim	616	7	206954961	2	1.0454	0.35556	-5.0696E-1	0.06899	0.79338	2.67779	1.11063	0.29462	100	0.02142	35.77882	31.18595	676.41697
sim	617	7	207164183	2	1.63992	0.19944	1.73174	1.1235	0.29185	-1.4687E0	0.58572	0.44598	100	0.03359	35.77882	31.18595	676.41697
sim	618	7	207373405	2	0.27397	0.76095	1.36991	0.54412	0.46255	-7.7614E-1	0.14229	0.70686	100	0.00561	35.77882	31.18595	676.41697
sim	619	7	207582627	2	0.16775	0.84581	0.6614	0.11253	0.73802	-1.2582E0	0.33367	0.56487	100	0.00344	35.77882	31.18595	676.41697
sim	620	7	207791849	1	0.65505	0.42031	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00671	35.77882	31.18595	676.41697
sim	621	7	208001071	1	0.16793	0.68287	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00172	35.77882	31.18595	676.41697
sim	622	7	208210292	1	0.09629	0.757	NaN	NaN	NaN	NaN	NaN	NaN	100	9.8629E-4	35.77882	31.18595	676.41697
sim	623	7	208419514	2	0.46814	0.6276	1.21078	0.86685	0.35419	-3.1797E-1	0.03972	0.84245	100	0.00959	35.77882	31.18595	676.41697
sim	624	7	208628736	2	0.33279	0.71775	-5.5796E-1	0.02121	0.88452	1.70282	0.14857	0.70077	100	0.00682	35.77882	31.18595	676.41697
sim	625	7	208854241	2	1.05692	0.35158	5.94822	2.10428	0.15018	5.44443	1.54657	0.2167	100	0.02165	35.77882	31.18595	676.41697
sim	626	7	209096029	2	0.27502	0.76016	1.38101	0.51662	0.47405	0.59566	0.06955	0.79256	100	0.00563	35.77882	31.18595	676.41697
sim	627	7	209337816	2	0.04127	0.95959	-9.9645E-1	0.06052	0.80621	0.62943	0.02256	0.88091	100	8.4543E-4	35.77882	31.18595	676.41697
sim	628	7	209579604	2	0.16282	0.84998	1.24141	0.09373	0.76015	0.22013	0.00278	0.95808	100	0.00334	35.77882	31.18595	676.41697
sim	629	7	209821392	2	0.7693	0.4662	1.27205	0.46919	0.49503	2.65946	1.52631	0.21971	100	0.01576	35.77882	31.18595	676.41697
sim	630	7	210063180	1	0.01056	0.91838	NaN	NaN	NaN	NaN	NaN	NaN	100	1.0812E-4	35.77882	31.18595	676.41697
sim	631	7	210304967	2	0.54145	0.58369	1.71435	0.69182	0.40763	-3.0896E-1	0.01639	0.89841	100	0.01109	35.77882	31.18595	676.41697
sim	632	7	210546755	2	0.40679	0.66694	1.56081	0.61033	0.43661	-2.8001E-1	0.01652	0.89799	100	0.00833	35.77882	31.18595	676.41697
sim	633	7	210788543	2	0.88893	0.41449	0.6496	0.11877	0.73114	-1.8035E0	0.64055	0.42551	100	0.01821	35.77882	31.18595	676.41697
sim	634	7	211030331	1	0.58475	0.44633	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00599	35.77882	31.18595	676.41697
sim	635	7	211272119	2	2.48236	0.08895	0.51573	0.1026	0.74944	3.29284	3.63537	0.05959	100	0.05085	35.77882	31.18595	676.41697
sim	636	7	211513906	1	1.65786	0.20099	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01698	35.77882	31.18595	676.41697
sim	637	7	211755694	2	1.38922	0.25429	1.22517	0.09206	0.76223	-2.2229E0	0.26581	0.60736	100	0.02846	35.77882	31.18595	676.41697
sim	638	7	211997482	2	0.90093	0.40963	2.468	0.77178	0.38188	0.23855	0.00519	0.94273	100	0.01846	35.77882	31.18595	676.41697
sim	639	7	212239270	1	0.25063	0.61778	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00257	35.77882	31.18595	676.41697
sim	640	8	212481057	2	0.04129	0.95957	0.20843	0.02304	0.87968	-3.3509E-1	0.04551	0.83153	100	8.4583E-4	35.77882	31.18595	676.41697
sim	641	8	212722845	2	0.23669	0.7897	-1.7285E-1	0.0122	0.91228	1.31086	0.39555	0.53091	100	0.00485	35.77882	31.18595	676.41697
sim	642	8	212991310	2	1.10683	0.33483	-3.5632E-1	0.04419	0.83395	-2.1632E0	1.03195	0.31228	100	0.02267	35.77882	31.18595	676.41697
sim	643	8	213071820	2	0.61066	0.54511	-1.916E0	1.03417	0.31176	0.74762	0.10199	0.75016	100	0.01251	35.77882	31.18595	676.41697
sim	644	8	213152330	2	0.56366	0.57101	-2.2115E0	0.86022	0.35603	-2.9149E0	1.02907	0.31295	100	0.01155	35.77882	31.18595	676.41697
sim	645	8	213409743	2	1.40413	0.25063	-7.7288E-1	0.10403	0.74776	-2.5126E0	0.80721	0.37122	100	0.02876	35.77882	31.18595	676.41697
sim	646	8	213667155	2	0.48567	0.61681	-3.9345E0	0.97057	0.32704	-3.6827E0	0.72647	0.39617	100	0.00995	35.77882	31.18595	676.41697
sim	647	8	213924567	1	0.48303	0.48873	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00495	35.77882	31.18595	676.41697
sim	648	8	214181980	1	1.79609	0.18335	NaN	NaN	NaN	NaN	NaN	NaN	100	0.0184	35.77882	31.18595	676.41697
sim	649	8	214439392	1	0.23975	0.62551	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00246	35.77882	31.18595	676.41697
sim	650	8	214696804	2	0.14057	0.86904	-1.9668E0	0.24536	0.62151	2.35256	0.2605	0.61096	100	0.00288	35.77882	31.18595	676.41697
sim	651	8	214954217	2	0.13587	0.87312	-1.986E0	0.25063	0.61779	2.24864	0.24382	0.6226	100	0.00278	35.77882	31.18595	676.41697
sim	652	8	215211629	2	0.09218	0.91202	0.72909	0.11737	0.73266	0.10836	0.00152	0.96896	100	0.00189	35.77882	31.18595	676.41697
sim	653	8	215468843	2	1.28653	0.281	0.70353	0.02902	0.8651	2.49451	0.34249	0.55978	100	0.02635	35.77882	31.18595	676.41697
sim	654	8	215725860	2	0.63235	0.53356	-2.7676E-1	0.03546	0.85104	-1.6898E0	0.92362	0.33897	100	0.01295	35.77882	31.18595	676.41697
sim	655	8	215982877	2	0.58481	0.55921	-1.1551E-1	8.0217E-4	0.97746	2.52473	0.3147	0.57613	100	0.01198	35.77882	31.18595	676.41697
sim	656	8	216239894	2	0.10466	0.90073	-5.5156E-2	0.00212	0.96334	-7.433E-1	0.209	0.64859	100	0.00214	35.77882	31.18595	676.41697
sim	657	8	216496911	2	0.14634	0.86406	-1.5001E0	0.14383	0.70535	0.45573	0.01093	0.91696	100	0.003	35.77882	31.18595	676.41697
sim	658	8	216753928	1	2.25239	0.13669	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02307	35.77882	31.18595	676.41697
sim	659	8	217010945	1	0.06227	0.80348	NaN	NaN	NaN	NaN	NaN	NaN	100	6.3777E-4	35.77882	31.18595	676.41697
sim	660	8	217267962	2	0.07119	0.93133	-2.5497E-1	0.00386	0.95057	1.00618	0.05354	0.81752	100	0.00146	35.77882	31.18595	676.41697
sim	661	8	217587466	1	4.12556	0.045	NaN	NaN	NaN	NaN	NaN	NaN	100	0.04226	35.77882	31.18595	676.41697
sim	662	8	218082692	2	1.12242	0.32977	-3.2384E0	1.18614	0.27886	0.70893	0.04381	0.83466	100	0.02299	35.77882	31.18595	676.41697
sim	663	8	218577918	1	0.00416	0.94873	NaN	NaN	NaN	NaN	NaN	NaN	100	4.2568E-5	35.77882	31.18595	676.41697
sim	664	8	219073144	2	0.2091	0.81169	-5.2351E-1	0.17772	0.67429	-8.5336E-1	0.26294	0.6093	100	0.00428	35.77882	31.18595	676.41697
sim	665	8	219568370	2	1.5081	0.22658	0.78116	0.04101	0.83995	-6.6002E0	1.81558	0.18105	100	0.03089	35.77882	31.18595	676.41697
sim	666	8	220063596	2	0.32724	0.72172	1.31457	0.65447	0.42054	-7.0889E-1	0.13004	0.7192	100	0.0067	35.77882	31.18595	676.41697
sim	667	8	220558821	2	0.02244	0.97782	-1.1829E-1	0.00387	0.95051	0.4593	0.03897	0.84393	100	4.5963E-4	35.77882	31.18595	676.41697
sim	668	8	221054047	1	0.15059	0.69883	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00154	35.77882	31.18595	676.41697
sim	669	8	221549273	2	0.06195	0.93997	-2.7528E-1	0.04331	0.83559	-4.709E-1	0.09265	0.7615	100	0.00127	35.77882	31.18595	676.41697
sim	670	8	222044499	2	1.2574	0.28908	2.79293	0.95736	0.33034	5.35585	2.46367	0.11983	100	0.02576	35.77882	31.18595	676.41697
sim	671	8	222539725	1	0.48678	0.48706	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00499	35.77882	31.18595	676.41697
sim	672	8	223034952	1	1.07956	0.30141	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01106	35.77882	31.18595	676.41697
sim	673	8	223150924	2	0.6756	0.51128	-1.4516E0	0.46459	0.49714	-3.6839E-1	0.02331	0.87899	100	0.01384	35.77882	31.18595	676.41697
sim	674	8	223266896	2	0.64291	0.52803	-4.2993E0	1.15056	0.28615	4.62057	1.2489	0.26658	100	0.01317	35.77882	31.18595	676.41697
sim	675	8	223382869	2	1.46378	0.23653	0.13442	0.01162	0.91439	-2.6538E0	2.92332	0.09057	100	0.02999	35.77882	31.18595	676.41697
sim	676	8	223498841	2	0.14873	0.86201	0.21623	0.02681	0.87028	0.70393	0.2	0.65574	100	0.00305	35.77882	31.18595	676.41697
sim	677	8	223614813	2	2.02077	0.13821	-2.5221E0	1.06518	0.30466	-1.7691E0	0.37007	0.54442	100	0.0414	35.77882	31.18595	676.41697
sim	678	8	223730785	2	0.76636	0.46755	-2.4035E-1	0.03277	0.85672	1.89536	1.51621	0.22123	100	0.0157	35.77882	31.18595	676.41697
sim	679	8	223846758	2	1.26576	0.28674	2.61078	1.19385	0.27732	0.03081	1.2233E-4	0.9912	100	0.02593	35.77882	31.18595	676.41697
sim	680	8	223962730	2	3.47021	0.03511	-1.5131E0	1.07992	0.30135	4.47884	6.92195	0.00993	100	0.07109	35.77882	31.18595	676.41697
sim	681	8	224078702	2	0.36894	0.69245	-1.2758E0	0.20053	0.65531	-5.3073E-1	0.02596	0.87235	100	0.00756	35.77882	31.18595	676.41697
sim	682	8	224240537	2	2.15172	0.12192	-2.7227E0	2.39739	0.12486	4.14823	4.0344	0.04742	100	0.04408	35.77882	31.18595	676.41697
sim	683	8	224402372	2	0.52506	0.59323	0.87288	0.49303	0.4843	-1.0681E0	0.48295	0.48879	100	0.01076	35.77882	31.18595	676.41697
sim	684	8	224564208	2	3.22274	0.04424	4.74185	4.85824	0.02993	5.64769	5.78296	0.01812	100	0.06602	35.77882	31.18595	676.41697
sim	685	8	224726043	2	0.51527	0.599	2.17509	0.99785	0.32037	-1.2619E0	0.24385	0.62258	100	0.01056	35.77882	31.18595	676.41697
sim	686	8	224887878	2	0.03247	0.96807	0.73139	0.05773	0.81065	-8.1977E-1	0.05997	0.80707	100	6.6507E-4	35.77882	31.18595	676.41697
sim	687	8	225049713	2	0.09645	0.90814	-4.6967E-3	1.3613E-5	0.99706	-6.9615E-1	0.17699	0.67492	100	0.00198	35.77882	31.18595	676.41697
sim	688	8	225340318	2	0.82168	0.44279	2.41529	1.59492	0.20972	-1.4093E0	0.40139	0.52789	100	0.01683	35.77882	31.18595	676.41697
sim	689	8	225759692	2	0.1797	0.83581	1.26219	0.34994	0.55555	-1.1955E0	0.21167	0.64651	100	0.00368	35.77882	31.18595	676.41697
sim	690	8	226179067	2	0.53987	0.5846	1.15337	0.88263	0.34986	-3.1132E-1	0.03742	0.84702	100	0.01106	35.77882	31.18595	676.41697
sim	691	8	226598441	2	2.6839	0.07347	1.65016	0.47253	0.4935	3.0993	1.26108	0.26428	100	0.05498	35.77882	31.18595	676.41697
sim	692	8	227017815	2	0.51798	0.59739	2.15448	0.564	0.45451	3.3393	1.03468	0.31165	100	0.01061	35.77882	31.18595	676.41697
sim	693	8	227437190	1	0.14992	0.69947	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00154	35.77882	31.18595	676.41697
sim	694	8	227653719	2	2.32822	0.10301	-1.4006E0	0.34513	0.55828	3.05777	1.18484	0.27913	100	0.04769	35.77882	31.18595	676.41697
sim	695	8	227870248	2	0.46788	0.62777	-3.5797E-1	0.04416	0.834	-1.3613E0	0.43208	0.51256	100	0.00958	35.77882	31.18595	676.41697
sim	696	8	228086777	2	0.73731	0.48112	-1.6128E0	1.25886	0.2647	-6.5041E-1	0.17629	0.67553	100	0.0151	35.77882	31.18595	676.41697
sim	697	8	228254601	2	0.50382	0.60582	1.30097	0.81915	0.36772	-2.9734E-2	2.4365E-4	0.98758	100	0.01032	35.77882	31.18595	676.41697
sim	698	8	228408957	2	0.36715	0.69369	-3.2882E0	0.68549	0.40978	2.37269	0.29697	0.58707	100	0.00752	35.77882	31.18595	676.41697
sim	699	8	228563313	2	0.50113	0.60744	0.28909	0.01007	0.92026	-2.2969E0	0.494	0.48387	100	0.01027	35.77882	31.18595	676.41697
sim	700	8	228824796	1	3.79833	0.05422	NaN	NaN	NaN	NaN	NaN	NaN	100	0.0389	35.77882	31.18595	676.41697
sim	701	8	229086279	2	4.21252	0.01767	8.20869	8.41488	0.00462	7.62928	5.90178	0.01701	100	0.08629	35.77882	31.18595	676.41697
sim	702	8	229347761	2	0.95279	0.38932	-2.737E0	1.8688	0.17484	1.52366	0.46298	0.49789	100	0.01952	35.77882	31.18595	676.41697
sim	703	8	229609244	2	0.22757	0.7969	-1.4355E0	0.35294	0.55386	-1.7167E0	0.43876	0.50933	100	0.00466	35.77882	31.18595	676.41697
sim	704	8	229870727	1	2.00356	0.16017	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02052	35.77882	31.18595	676.41697
sim	705	8	230132210	2	1.84235	0.16406	2.22331	2.54309	0.1141	-2.5824E0	2.33738	0.12962	100	0.03774	35.77882	31.18595	676.41697
sim	706	8	230393692	1	0.54201	0.4634	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00555	35.77882	31.18595	676.41697
sim	707	8	230655175	2	0.04201	0.95888	0.95943	0.05694	0.81192	0.55601	0.01663	0.89767	100	8.606E-4	35.77882	31.18595	676.41697
sim	708	8	230916658	2	0.43647	0.6476	1.69723	0.55095	0.45976	-2.5041E0	0.8501	0.35886	100	0.00894	35.77882	31.18595	676.41697
sim	709	8	231178141	2	0.71764	0.49053	-1.028E0	0.46681	0.49612	1.09144	0.39196	0.53277	100	0.0147	35.77882	31.18595	676.41697
sim	710	8	231439623	2	0.58731	0.55783	1.11888	0.65934	0.41882	-9.4404E-1	0.3365	0.56323	100	0.01203	35.77882	31.18595	676.41697
sim	711	8	231703173	2	0.42898	0.65243	-3.2787E0	0.68838	0.4088	-2.1721E0	0.27348	0.60223	100	0.00879	35.77882	31.18595	676.41697
sim	712	8	232213940	1	0.01015	0.91994	NaN	NaN	NaN	NaN	NaN	NaN	100	1.0401E-4	35.77882	31.18595	676.41697
sim	713	8	232724707	2	0.29597	0.74449	1.23169	0.09374	0.76014	-3.596E-1	0.00691	0.93392	100	0.00606	35.77882	31.18595	676.41697
sim	714	8	233235474	2	0.50085	0.60761	-8.1428E-1	0.17775	0.67426	-2.1084E0	0.94853	0.33257	100	0.01026	35.77882	31.18595	676.41697
sim	715	8	233746241	2	0.75497	0.47282	1.25347	0.50277	0.48002	0.74413	0.12986	0.71937	100	0.01547	35.77882	31.18595	676.41697
sim	716	8	234257008	1	1.96455	0.16425	NaN	NaN	NaN	NaN	NaN	NaN	100	0.02012	35.77882	31.18595	676.41697
sim	717	8	234767775	2	0.54095	0.58398	2.50659	0.79255	0.37558	-1.1027E0	0.12113	0.72858	100	0.01108	35.77882	31.18595	676.41697
sim	718	8	235278541	2	2.68642	0.0733	2.66494	3.24377	0.07487	-3.3143E0	3.94506	0.04989	100	0.05503	35.77882	31.18595	676.41697
sim	719	9	235789308	2	1.04783	0.35471	-3.3132E0	1.24701	0.26694	1.11729	0.11894	0.73095	100	0.02146	35.77882	31.18595	676.41697
sim	720	9	236300075	2	0.3523	0.70399	1.2131	0.48963	0.4858	-8.3136E-2	0.00159	0.96826	100	0.00722	35.77882	31.18595	676.41697
